Wall time,Step,Value
1766911213.010323,2406,1.7755769491195679
1766911237.374992,2416,1.7755742073059082
1766911256.947728,2424,1.7776533365249634
1766911259.388729,2425,1.7772279977798462
1766911286.277226,2436,1.7741988897323608
1766911305.698536,2444,1.771335244178772
1766911320.382685,2450,1.769020438194275
1766911322.852473,2451,1.7691811323165894
1766911327.6626718,2453,1.7672284841537476
1766911332.51141,2455,1.7669204473495483
1766911344.7235441,2460,1.767102599143982
1766911390.24685,2479,1.765642762184143
1766911404.865817,2485,1.7679195404052734
1766911407.3024309,2486,1.7685950994491577
1766911431.616838,2496,1.7654266357421875
1766911436.604994,2498,1.7648833990097046
1766911443.8727849,2501,1.7657991647720337
1766911446.326904,2502,1.7656097412109375
1766911448.737414,2503,1.7678102254867554
1766911475.562248,2514,1.7669262886047363
1766911482.7842681,2517,1.7647517919540405
1766911497.3030138,2523,1.7647230625152588
1766911509.503135,2528,1.7684353590011597
1766911514.384875,2530,1.7681353092193604
1766911519.266685,2532,1.77042818069458
1766911524.173905,2534,1.77010178565979
1766911545.888615,2543,1.7703975439071655
1766911555.544794,2547,1.768457055091858
1766911565.028745,2551,1.7689720392227173
1766911569.7982268,2553,1.7704567909240723
1766911576.948025,2556,1.7702938318252563
1766911598.729285,2565,1.7687479257583618
1766911601.118336,2566,1.7680832147598267
1766911610.809341,2570,1.7689603567123413
1766911625.488506,2576,1.7695960998535156
1766911630.3008919,2578,1.7670574188232422
1766911658.9111118,2590,1.7684519290924072
1766911661.321128,2591,1.7678059339523315
1766911663.7156281,2592,1.7674694061279297
1766911666.099104,2593,1.767053246498108
1766911673.417988,2596,1.7687069177627563
1766911683.0654552,2600,1.7671270370483398
1766911697.322083,2606,1.767807960510254
1766911699.717705,2607,1.7686055898666382
1766911706.861465,2610,1.7685896158218384
1766911726.001643,2618,1.7646156549453735
1766911738.019047,2623,1.7667793035507202
1766911745.1696908,2626,1.7659012079238892
1766911752.429816,2629,1.7689238786697388
1766911754.93929,2630,1.768754005432129
1766911769.729231,2636,1.7695093154907227
1766911774.6473222,2638,1.7702703475952148
1766911789.197679,2644,1.771892786026001
1766911796.340606,2647,1.7711167335510254
1766911803.45073,2650,1.7700119018554688
1766911815.6875892,2655,1.7715387344360352
1766911861.680406,2674,1.7799726724624634
1766911871.468883,2678,1.7803837060928345
1766911876.289133,2680,1.7805625200271606
1766911888.240104,2685,1.7789807319641113
1766911900.2340639,2690,1.7795974016189575
1766911931.681227,2703,1.7798973321914673
1766911941.412983,2707,1.7812644243240356
1766911948.7670898,2710,1.7839643955230713
1766911985.5312388,2725,1.784659743309021
1766912012.024786,2736,1.7808464765548706
1766912014.4224992,2737,1.7796107530593872
1766912021.636109,2740,1.7783008813858032
1766912036.1377401,2746,1.7812448740005493
1766912052.912352,2753,1.7767143249511719
1766912055.356628,2754,1.776057243347168
1766912057.8129148,2755,1.7750431299209595
1766912060.259179,2756,1.774849534034729
1766912062.714936,2757,1.7752408981323242
1766912065.147244,2758,1.7751792669296265
1766912085.181623,2766,1.773756504058838
1766912140.710919,2789,1.7703503370285034
1766912143.084908,2790,1.7701457738876343
1766912145.471498,2791,1.7704582214355469
1766912162.177454,2798,1.7678587436676025
1766912188.855767,2809,1.7726821899414062
1766912193.6318588,2811,1.7723954916000366
1766912222.2921999,2823,1.7787221670150757
