Wall time,Step,Value
1766904337.85441,5,0.009999999776482582
1766904378.525328,18,0.001316872425377369
1766904396.838963,24,0.001316872425377369
1766904443.1215749,40,0.0008779149502515793
1766904448.689399,42,0.0008779149502515793
1766904457.187468,45,0.0008779149502515793
1766904462.814091,47,0.0008779149502515793
1766904479.605886,53,0.0008779149502515793
1766904487.872991,56,0.0008779149502515793
1766904530.094957,71,0.001316872425377369
1766904538.3711748,74,0.0008779149502515793
1766904552.138889,79,0.001316872425377369
1766904574.0911639,87,0.0008779149502515793
1766904593.1449769,94,0.001316872425377369
1766904615.363138,102,0.0008779149502515793
1766904623.567504,105,0.0008779149502515793
1766904626.294952,106,0.0008779149502515793
1766904645.5341802,113,0.0008779149502515793
1766904680.84781,126,0.0008779149502515793
1766904716.3030882,139,0.0008779149502515793
1766904746.416288,150,0.0008779149502515793
1766904760.117635,155,0.0008779149502515793
1766904768.480597,158,0.0008779149502515793
1766904793.777062,167,0.0005852766335010529
1766904796.604334,168,0.0008779149502515793
1766904824.364405,178,0.0008779149502515793
1766904838.233236,183,0.0008779149502515793
1766904843.7493372,185,0.0005852766335010529
1766904846.46064,186,0.0008779149502515793
1766904857.491752,190,0.0008779149502515793
1766904879.642504,198,0.0008779149502515793
1766904902.171886,206,0.0005852766335010529
1766904904.915968,207,0.0005852766335010529
1766904918.7420108,212,0.0008779149502515793
1766904950.846942,223,0.0005852766335010529
1766904968.414031,229,0.00039018443203531206
1766904982.908841,234,0.0008779149502515793
1766904991.169127,237,0.0008779149502515793
1766905026.929336,249,0.0008779149502515793
1766905044.102658,255,0.0008779149502515793
1766905057.760441,260,0.0008779149502515793
1766905076.8079622,267,0.0005852766335010529
1766905087.732539,271,0.0008779149502515793
1766905093.323895,273,0.0005852766335010529
1766905144.6220758,292,0.0005852766335010529
1766905158.177553,297,0.0005852766335010529
1766905160.937536,298,0.0005852766335010529
1766905174.424791,303,0.0008779149502515793
1766905188.0446541,308,0.0008779149502515793
1766905193.46226,310,0.0005852766335010529
1766905215.467225,318,0.0008779149502515793
1766905218.2705479,319,0.0005852766335010529
1766905237.80288,326,0.0005852766335010529
1766905249.157847,330,0.0005852766335010529
1766905274.9765859,339,0.00039018443203531206
1766905297.6809752,347,0.0005852766335010529
1766905342.347028,363,0.0005852766335010529
1766905353.390553,367,0.0005852766335010529
